date,review,exact_date,translated_review
a week ago,Good place for a day tour 3 hrs from Mumbai …,2024-05-11,Good place for a day tour 3 hrs from Mumbai …
7 months ago,Radhe Radhe❤️🙏🏻Yes you get totally into Shri Krishna once you visit this amazing replica of …,2023-10-21,Radhe Radhe❤️🙏🏻Yes you get totally into Shri Krishna once you visit this amazing replica of …
2 months ago,It's a Mini Vrindavan developed on 115 acres of land under the name of Govardhan eco village.Food is good in Shrinathji cafe. But on holidays everything is out of control. …,2024-03-19,It's a Mini Vrindavan developed on 115 acres of land under the name of Govardhan eco village.Food is good in Shrinathji cafe. But on holidays everything is out of control. …
3 weeks ago,"Went for the first time but when I came back l was totally in love with place,l felt like l was in Vrindavan because each and every thing is very beautifully replicated.Its a good place to get out of city chaos and surround oneself with …",2024-04-27,"Went for the first time but when I came back l was totally in love with place,l felt like l was in Vrindavan because each and every thing is very beautifully replicated.Its a good place to get out of city chaos and surround oneself with …"
8 months ago,Very wonderful experience at this place. Cool and nice atmosphere. Covered by trees.All the things were very good except the cost of food provided by them is somewhat more.,2023-09-21,Very wonderful experience at this place. Cool and nice atmosphere. Covered by trees.All the things were very good except the cost of food provided by them is somewhat more.
9 months ago,Eco Friendly & with Nature Environment for whole day is very good idea & Feel very refreshing while we are inside. Good place to visit. This place is getting developed now with several Temples inside. Managed very well professionally.,2023-08-22,Eco Friendly & with Nature Environment for whole day is very good idea & Feel very refreshing while we are inside. Good place to visit. This place is getting developed now with several Temples inside. Managed very well professionally.
7 months ago,"My experience at Govardhan Eco Village was truly exceptional. It's serene environment offers a perfect blend of spirituality and eco-conscious living. The lush greenery and tranquil ponds, create an atmosphere of serenity that's hard to …",2023-10-21,"My experience at Govardhan Eco Village was truly exceptional. It's serene environment offers a perfect blend of spirituality and eco-conscious living. The lush greenery and tranquil ponds, create an atmosphere of serenity that's hard to …"
8 months ago,It's is situated half hr from main highway but once you reached there definitely you will get peace.Once you entered you can find good place of parking. Then you will find Ganesha …,2023-09-21,It's is situated half hr from main highway but once you reached there definitely you will get peace.Once you entered you can find good place of parking. Then you will find Ganesha …
9 months ago,"Very peaceful, neat and clean. Greenery all around. The checkin and checkout process is absolutely hassle free. There are battery operated Eco friendly rickshaws which help in commute. The food at Govinda’s restaurant is delicious and …",2023-08-22,"Very peaceful, neat and clean. Greenery all around. The checkin and checkout process is absolutely hassle free. There are battery operated Eco friendly rickshaws which help in commute. The food at Govinda’s restaurant is delicious and …"
10 months ago,We gone here on Sunday. It is religious place not picnic spot to enjoy. If you are too spiritual people then go for it otherwise it is one time visit place. Far away from Palghar Railway station. Advising you not to go with new born babies …,2023-07-23,We gone here on Sunday. It is religious place not picnic spot to enjoy. If you are too spiritual people then go for it otherwise it is one time visit place. Far away from Palghar Railway station. Advising you not to go with new born babies …
8 months ago,I'd recommend this place to all the devotees and people who look for peaceful nature around them. Govardhan ecovillage is a place where you can learn about lord Krishna's journey and have great organic food made of vegetables grown in their own farms. Very reasonable and enjoyable place to be with your friends and family.,2023-09-21,I'd recommend this place to all the devotees and people who look for peaceful nature around them. Govardhan ecovillage is a place where you can learn about lord Krishna's journey and have great organic food made of vegetables grown in their own farms. Very reasonable and enjoyable place to be with your friends and family.
3 months ago,It's was a wonderful visit with my family .So peaceful and environment of this Govardhan Ecovillage so nice. You must visit this place specially winter season.,2024-02-18,It's was a wonderful visit with my family .So peaceful and environment of this Govardhan Ecovillage so nice. You must visit this place specially winter season.
8 months ago,"A wonderful place to evoke remembrance of Vrindavan in all her glory. Friendly and kind monks make the experience even better. Beautiful atmosphere to learn yoga, Gita and many other things. Always a joy to visit.",2023-09-21,"A wonderful place to evoke remembrance of Vrindavan in all her glory. Friendly and kind monks make the experience even better. Beautiful atmosphere to learn yoga, Gita and many other things. Always a joy to visit."
